id,nama,kabupaten,rating,total_review,kategori,highlights,price_range,best_time,link,lat,lng,tiktok_link_1,tiktok_link_2,tiktok_link_3
1015,Ayam Bakar Taliwang Baru,Denpasar,4.3,2986,Work from Cafe | Vibrant Nightlife,"['ayam taliwang', 'pedas', 'sambal', 'bumbu', 'plecing', 'gurame']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Ayam+Bakar+Taliwang+Baru/data=!4m7!3m6!1s0x2dd240956015d56f:0xc15dee2853ddfe57!8m2!3d-8.6691717!4d115.2129598!16s%2Fg%2F1hm6d55f6!19sChIJb9UVYJVA0i0RV_7dUyjuXcE?authuser=0&hl=id&rclk=1,-8.6691717,115.2129598,https://www.tiktok.com/@nath_kuliner/video/7387196140581670150,https://www.tiktok.com/@gendutisnothing/video/7394827189700676870,https://www.tiktok.com/@nath_kuliner/video/7064179764910673178
1016,Pandan Kuring Living World Denpasar,Denpasar,4.5,234,Work from Cafe | Vibrant Nightlife,"['lalapan', 'es teh', 'free refill', 'sayur asem', 'krupuk', 'nasi liwet']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Pandan+Kuring+Living+World+Denpasar/data=!4m7!3m6!1s0x2dd23fc51c591f6b:0x434b86f8108aab61!8m2!3d-8.6343785!4d115.2322631!16s%2Fg%2F11kjpr128x!19sChIJax9ZHMU_0i0RYauKEPiGS0M?authuser=0&hl=id&rclk=1,-8.6343785,115.2322631,https://www.tiktok.com/@dechaadegracenew/video/7575471298030144776,https://www.tiktok.com/@annis_224/video/7638473005806472456,https://www.tiktok.com/@pandankuringresto/video/7460694993452272901
1017,Selera Restoran,Denpasar,4.7,98,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'pelayanan', 'chicken', 'cafe', 'nasi', 'kwetiau']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Selera+Restoran/data=!4m7!3m6!1s0x2dd241f4df405649:0x3e7550156a19d40f!8m2!3d-8.6536987!4d115.2169802!16s%2Fg%2F11svpv5qqm!19sChIJSVZA3_RB0i0RD9QZahVQdT4?authuser=0&hl=id&rclk=1,-8.6536987,115.2169802,,,
1018,Warung Saro,Denpasar,4.6,596,Sunset & View | Work from Cafe | Vibrant Nightlife,"['pantai sanur', 'suasana', 'taman', 'bumbu kacang', 'lingkungan', 'pork ribs']",Rp 80–200k,Sunset jam 5–7pm,https://www.google.com/maps/place/Warung+Saro/data=!4m7!3m6!1s0x2dd2404a78a4ba99:0x74f87446809af491!8m2!3d-8.6844524!4d115.2597799!16s%2Fg%2F11gg738nnv!19sChIJmbqkeEpA0i0RkfSagEZ0-HQ?authuser=0&hl=id&rclk=1,-8.6844524,115.2597799,https://www.tiktok.com/@mahendraaditamaa/video/7585962636039163157,https://www.tiktok.com/@kokokevvv/video/7560699518384115000,https://www.tiktok.com/@warung.saro/video/7527828714047032583
1019,Fisherman's Club,Denpasar,4.5,838,Sunset & View | Work from Cafe | Vibrant Nightlife,"['pantai', 'brunch', 'barramundi', 'nasi goreng kimchi', 'sashimi tuna', 'churros']",Rp 80–200k,Sunset jam 5–7pm,https://www.google.com/maps/place/Fisherman%27s+Club/data=!4m7!3m6!1s0x2dd241802e428999:0x70e378feab431d9f!8m2!3d-8.6998703!4d115.265371!16s%2Fg%2F11mpbjxws_!19sChIJmYlCLoBB0i0Rnx1Dq_5443A?authuser=0&hl=id&rclk=1,-8.6998703,115.265371,,,
1020,Lilla Warung,Denpasar,4.6,1688,Sunset & View | Work from Cafe | Vibrant Nightlife,"['nasi campur', 'pantai sanur', 'masakan indonesia', 'masakan bali', 'nasi goreng', 'rendang']",Rp 80–200k,Sunset jam 5–7pm,https://www.google.com/maps/place/Lilla+Warung/data=!4m7!3m6!1s0x2dd241ca571e40ff:0x99040ee170e7f70c!8m2!3d-8.689941!4d115.262452!16s%2Fg%2F1td2q2bc!19sChIJ_0AeV8pB0i0RDPfncOEOBJk?authuser=0&hl=id&rclk=1,-8.689941,115.262452,https://www.tiktok.com/@eldoinbali/video/7433245080812539143,,
1021,Warung Amphibia Seafood,Denpasar,4.4,1142,Sunset & View | Work from Cafe | Vibrant Nightlife,"['cumi', 'fruits de mer', 'pantai sanur', 'sambal', 'grill', 'chips']",Rp 50–150k,Sunset jam 5–7pm,https://www.google.com/maps/place/Warung+Amphibia+Seafood/data=!4m7!3m6!1s0x2dd241cb4fc08b2d:0xdd99d3ccf7cc1107!8m2!3d-8.6846239!4d115.2644724!16s%2Fg%2F11c0pxydml!19sChIJLYvAT8tB0i0RBxHM98zTmd0?authuser=0&hl=id&rclk=1,-8.6846239,115.2644724,https://www.tiktok.com/@nic.in.bali/video/7368726187406904584,https://www.tiktok.com/@kulikmakanan/video/7621102082107510036,https://www.tiktok.com/@burmasyaf/video/7381080432479096070
1022,Lava Gastrobar & Grill,Denpasar,4.9,1816,Work from Cafe | Vibrant Nightlife,"['pipi sapi', 'risotto jamur', 'dakkkochi', 'choux', 'yoga', 'ayu']",Rp 150–400k,Malam jam 7pm+,https://www.google.com/maps/place/Lava+Gastrobar+%26+Grill/data=!4m7!3m6!1s0x2dd2417eb75479ef:0xa8ad87e67115fe48!8m2!3d-8.7045527!4d115.2586174!16s%2Fg%2F11sv1cdnwj!19sChIJ73lUt35B0i0RSP4VceaHrag?authuser=0&hl=id&rclk=1,-8.7045527,115.2586174,https://www.tiktok.com/@diennovitaofficial/video/7549088505775803654,https://www.tiktok.com/@yennnniiii/video/7491192569792367890,https://www.tiktok.com/@lava.sanur/video/7523130049030147329
1023,Soteria Resto,Denpasar,4.4,289,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'pork ribs', 'proses', 'dinner', 'pesan', 'buku']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Soteria+Resto/data=!4m7!3m6!1s0x2dd240cc9b75afa3:0x736f4a28d0c9faff!8m2!3d-8.6674873!4d115.1818923!16s%2Fg%2F1td8fhf9!19sChIJo691m8xA0i0R__rJ0ChKb3M?authuser=0&hl=id&rclk=1,-8.6674873,115.1818923,,,
1024,EATLAH DABAO DENPASAR,Denpasar,4.6,270,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['salted egg', 'pelayanan', 'harga', 'comfort food', 'driver', 'promo']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/EATLAH+DABAO+DENPASAR/data=!4m7!3m6!1s0x2dd2410090fc6f53:0xc072be6d206bdd86!8m2!3d-8.6696359!4d115.211162!16s%2Fg%2F11j8h59p_4!19sChIJU2_8kABB0i0Rht1rIG2-csA?authuser=0&hl=id&rclk=1,-8.6696359,115.211162,https://www.tiktok.com/@eatlahjkt/video/7117600779606838555,,
1025,AHK DIMSUM l 中式点心,Denpasar,4.9,2391,Family Friendly | Work from Cafe | Vibrant Nightlife,"['all you can eat', 'luas', 'telur asin', 'siomay', 'mantau', 'comfort food']",Rp 150–400k,Malam jam 7pm+,https://www.google.com/maps/place/AHK+DIMSUM+l+%E4%B8%AD%E5%BC%8F%E7%82%B9%E5%BF%83/data=!4m7!3m6!1s0x2dd2414d3740f97f:0xc6b9f65914f064b0!8m2!3d-8.721251!4d115.1944657!16s%2Fg%2F11scc8vbp4!19sChIJf_lAN01B0i0RsGTwFFn2ucY?authuser=0&hl=id&rclk=1,-8.721251,115.1944657,https://www.tiktok.com/@2kaceex/video/7314266755688353029,https://www.tiktok.com/@jengjoleh/video/7623425761323519253,https://www.tiktok.com/@doctorculinary23/video/7444326865176677650
1026,Warung Nasi Ampera,Denpasar,4.5,995,Work from Cafe | Vibrant Nightlife,"['masakan sunda', 'lalapan', 'music', 'sayur asem', 'pepes', 'udang']",Rp 80–200k,Malam jam 7pm+,https://www.google.com/maps/place/Warung+Nasi+Ampera/data=!4m7!3m6!1s0x2dd241d49c7a9db7:0xbd81a3d3d8160d7c!8m2!3d-8.6698004!4d115.2108783!16s%2Fg%2F1hm29dm3w!19sChIJt516nNRB0i0RfA0W2NOjgb0?authuser=0&hl=id&rclk=1,-8.6698004,115.2108783,https://www.tiktok.com/@wn.ampera_bali/video/7544519855249132818,https://www.tiktok.com/@wn.ampera_bali/video/7606994253536922900,https://www.tiktok.com/@wn.ampera_bali/video/7567905552446049543
1027,Steak House Uncle Baker Bali,Denpasar,4.3,384,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['spaghetti', 'tenderloin', 'harga', 'medium rare', 'service', 'carbonara']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Steak+House+Uncle+Baker+Bali/data=!4m7!3m6!1s0x2dd2475ef2553069:0x3403e754e3feaa2b!8m2!3d-8.6703317!4d115.2144869!16s%2Fg%2F11gm9jcj_2!19sChIJaTBV8l5H0i0RK6r-41TnAzQ?authuser=0&hl=id&rclk=1,-8.6703317,115.2144869,https://www.tiktok.com/@deliciousbalii/video/7057044355273608474,https://www.tiktok.com/@aried3wa/video/6976390209193774337,https://www.tiktok.com/@steakunclebaker02/video/7561423354180144396
1028,Rumah Makan Kedaton - Hayam Wuruk,Denpasar,4.4,543,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['nasi campur', 'lauk', 'pilihan', 'harga', 'enak', 'kebersihan']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Rumah+Makan+Kedaton+-+Hayam+Wuruk/data=!4m7!3m6!1s0x2dd24085a9ef8571:0x684cc810a6f1b74c!8m2!3d-8.65703!4d115.2320753!16s%2Fg%2F11bzrnzcj1!19sChIJcYXvqYVA0i0RTLfxphDITGg?authuser=0&hl=id&rclk=1,-8.65703,115.2320753,https://www.tiktok.com/@deliciousbalii/video/7470400508755217670,https://www.tiktok.com/@nath_kuliner/video/7405809252557753605,https://www.tiktok.com/@baligaskeun/video/7493819505605446967
1029,Tree Bar at Maya Sanur,Denpasar,4.8,1790,Work from Cafe | Vibrant Nightlife,"['happy hour', 'samudra', 'resort', 'komang', 'guacamole', 'pajak']",Rp 150–400k,Malam jam 7pm+,https://www.google.com/maps/place/Tree+Bar+at+Maya+Sanur/data=!4m7!3m6!1s0x2dd241c60bea6f5b:0x7aecd68d9ad99491!8m2!3d-8.6981903!4d115.2657882!16s%2Fg%2F11c5s94jsn!19sChIJW2_qC8ZB0i0RkZTZmo3W7Ho?authuser=0&hl=id&rclk=1,-8.6981903,115.2657882,https://www.tiktok.com/@lenspil/video/7634472291748957448,https://www.tiktok.com/@dewi..raditya/video/7578824159376067861,https://www.tiktok.com/@mayaresorts/video/7633350542118653204
1030,COSTA - Beach Restaurant Sanur,Denpasar,4.8,2926,Sunset & View | Work from Cafe | Vibrant Nightlife,"['pantai', 'estetik', 'ikan lemadang', 'adi', 'smoothie bowls', 'barramundi']",Rp 150–400k,Sunset jam 5–7pm,https://www.google.com/maps/place/COSTA+-+Beach+Restaurant+Sanur/data=!4m7!3m6!1s0x2dd241a135a35d2b:0x9db0338bbb787710!8m2!3d-8.7099717!4d115.2581699!16s%2Fg%2F11ttb9k5pq!19sChIJK12jNaFB0i0REHd4u4szsJ0?authuser=0&hl=id&rclk=1,-8.7099717,115.2581699,https://www.tiktok.com/@amikerawati445/video/7605760878604061973,https://www.tiktok.com/@baliloveaffair/video/7540074058554068231,https://www.tiktok.com/@dhea.sukamakan/video/7585467273436400917
1031,Kimukatsu Living World Bali,Denpasar,4.8,4313,Work from Cafe | Vibrant Nightlife,"['promo', 'gyukatsu', 'chicken katsu', 'mall', 'mba', 'yoga']",Rp 150–400k,Malam jam 7pm+,https://www.google.com/maps/place/Kimukatsu+Living+World+Bali/data=!4m7!3m6!1s0x2dd23f5dd9043bc3:0x56beb3cccb21e097!8m2!3d-8.6348239!4d115.2320636!16s%2Fg%2F11tx6h341k!19sChIJwzsE2V0_0i0Rl-Ahy8yzvlY?authuser=0&hl=id&rclk=1,-8.6348239,115.2320636,https://www.tiktok.com/@tiaraexplorer/video/7608553105139043604,https://www.tiktok.com/@megaagustini__/video/7613742851989490964,https://www.tiktok.com/@foodbali/video/7588397100828790036
1032,Bella Italia Sanur,Denpasar,4.7,873,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['limoncello', 'kepemilikan', 'ravioli jamur', 'tortellini', 'pizza pasta', 'kue cokelat cair']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Bella+Italia+Sanur/data=!4m7!3m6!1s0x2dd241be28c6e14d:0x62ac4c0bec9a3cb3!8m2!3d-8.7075901!4d115.2564912!16s%2Fg%2F11c5dcdh9m!19sChIJTeHGKL5B0i0Rszya7AtMrGI?authuser=0&hl=id&rclk=1,-8.7075901,115.2564912,https://www.tiktok.com/@vinanih/video/7479813624178003208,https://www.tiktok.com/@bellaitaliasanur/video/7314888139049340166,https://www.tiktok.com/@sriyani3051/video/7559585244882472203
1033,Sheraton Bali Kuta Resort,Denpasar,4.7,7297,Work from Cafe | Vibrant Nightlife,['restoran'],Rp 150–400k,Malam jam 7pm+,https://www.google.com/maps/place/Sheraton+Bali+Kuta+Resort/data=!4m7!3m6!1s0x2dd246bee91e8a71:0x9af75bf4917cbb3f!8m2!3d-8.718289!4d115.16957!16s%2Fg%2F1hf2sj884!19sChIJcYoe6b5G0i0RP7t8kfRb95o?authuser=0&hl=id&rclk=1,-8.718289,115.16957,https://www.tiktok.com/@thebaliguideline/video/7628150433239944456,https://www.tiktok.com/@melalibali/video/7591795611054230792,https://www.tiktok.com/@travelerjakarta/video/7601008513539951893
1034,Kedaton,Denpasar,4.4,1201,Family Friendly | Work from Cafe | Vibrant Nightlife,"['nasi campur', 'luas', 'lauk', 'pilihan', 'halal', 'lokal']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Kedaton/data=!4m7!3m6!1s0x2dd23f51442a1aa9:0x3a6b2ea7d23b018f!8m2!3d-8.6454038!4d115.1957267!16s%2Fg%2F1hm2ry2dj!19sChIJqRoqRFE_0i0RjwE70qcuazo?authuser=0&hl=id&rclk=1,-8.6454038,115.1957267,https://www.tiktok.com/@jelajahkuy_/video/7586637800880065800,https://www.tiktok.com/@anisans113/video/7614797970004888853,https://www.tiktok.com/@adammoge_yt/video/7435594782656826679
1035,Laoban Kopitiam Denpasar,Denpasar,4.3,702,Work from Cafe | Vibrant Nightlife,"['nasi hainan', 'kaya toast', 'pesan', 'laksa', 'teh tarik', 'siomay']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Laoban+Kopitiam+Denpasar/data=!4m7!3m6!1s0x2dd241004252ee53:0x8091a327d4ce5cd7!8m2!3d-8.6843475!4d115.2308683!16s%2Fg%2F11vs0nx4l5!19sChIJU-5SQgBB0i0R11zO1CejkYA?authuser=0&hl=id&rclk=1,-8.6843475,115.2308683,https://www.tiktok.com/@abielmir72/video/7573542028311612692,https://www.tiktok.com/@kulinerdenpasar/video/7618099045101292820,https://www.tiktok.com/@mangosmoothies2/video/7575913154723466503
1036,Massimo Italian Restaurant,Denpasar,4.7,16358,Work from Cafe | Vibrant Nightlife,"['antrian', 'cone', 'sendok sauk', 'es krim gelato', 'es italia', 'rum kismis']",Rp 150–400k,Malam jam 7pm+,https://www.google.com/maps/place/Massimo+Italian+Restaurant/data=!4m7!3m6!1s0x2dd241c7496d1aa5:0x6d29b986d04a41a9!8m2!3d-8.7046949!4d115.2606167!16s%2Fg%2F11btmcj911!19sChIJpRptScdB0i0RqUFK0Ia5KW0?authuser=0&hl=id&rclk=1,-8.7046949,115.2606167,https://www.tiktok.com/@patriciaditha/video/7586683399474154772,https://www.tiktok.com/@iting.geron/video/7524976175731526919,https://www.tiktok.com/@foodbeacon/video/7569208770111360264
1037,Kuu Izakaya Dining,Denpasar,4.6,791,Sunset & View | Work from Cafe | Vibrant Nightlife,"['makan malam', 'service', 'bento', 'cocktail', 'perahu', 'salmon']",Rp 80–200k,Sunset jam 5–7pm,https://www.google.com/maps/place/Kuu+Izakaya+Dining/data=!4m7!3m6!1s0x2dd241c6296dbc65:0x3be75da2f5af36e7!8m2!3d-8.6974043!4d115.2634754!16s%2Fg%2F11c2kz8t53!19sChIJZbxtKcZB0i0R5zav9aJd5zs?authuser=0&hl=id&rclk=1,-8.6974043,115.2634754,https://www.tiktok.com/@balijourney_/video/7625948053496745223,https://www.tiktok.com/@hungrymikego/video/7453418478771391750,https://www.tiktok.com/@lestari_diskon/video/7480447754766929157
1038,Restoran Atoom Baru,Denpasar,4.3,117,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'mie goreng', 'pasar', 'pesan', 'pangsit', 'jamur']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Restoran+Atoom+Baru/data=!4m7!3m6!1s0x2dd240a1f9888631:0x52c32eff7354b1ce!8m2!3d-8.6552144!4d115.2120509!16s%2Fg%2F1td2qd0l!19sChIJMYaI-aFA0i0RzrFUc_8uw1I?authuser=0&hl=id&rclk=1,-8.6552144,115.2120509,https://www.tiktok.com/@kroncongpotol/video/7557731481968299276,https://www.tiktok.com/@balijourney_/video/7607835997295906066,https://www.tiktok.com/@onwardticket/video/7505369343086120210
1039,Naga Eight Restaurant,Denpasar,4.6,744,Work from Cafe | Vibrant Nightlife,"['bebek peking', 'mapo tahu', 'kebaikan', 'taman', 'nasi hainan', 'mie goreng']",Rp 80–200k,Malam jam 7pm+,https://www.google.com/maps/place/Naga+Eight+Restaurant/data=!4m7!3m6!1s0x2dd24180ca3d2f19:0x88cb4860ac34279c!8m2!3d-8.6994527!4d115.2624149!16s%2Fg%2F11rhwcznbc!19sChIJGS89yoBB0i0RnCc0rGBIy4g?authuser=0&hl=id&rclk=1,-8.6994527,115.2624149,https://www.tiktok.com/@airyleo91/video/7511897606730059026,https://www.tiktok.com/@travelfitnessbali/video/7601776624048114962,https://www.tiktok.com/@mamberdua/video/7466777904848882962
1040,Soto Ayam Cita Rasa 1 (Cak DI),Denpasar,4.2,2218,Sunset & View | Work from Cafe | Vibrant Nightlife,"['nasi goreng', 'gorengnya', 'panas', 'enak', 'mie goreng', 'kantong']",Rp 30–100k,Sunset jam 5–7pm,https://www.google.com/maps/place/Soto+Ayam+Cita+Rasa+1+%28Cak+DI%29/data=!4m7!3m6!1s0x2dd240a227f53d8d:0xeff52f960025c81c!8m2!3d-8.6553904!4d115.2102131!16s%2Fg%2F1hc0_sd16!19sChIJjT31J6JA0i0RHMglAJYv9e8?authuser=0&hl=id&rclk=1,-8.6553904,115.2102131,https://www.tiktok.com/@makandanjalanjalan/video/7384058172484472069,https://www.tiktok.com/@deliciousbalii/video/6982694646702951706,https://www.tiktok.com/@udinkuliner/video/7517098385820667142
1041,Ayam Goreng Kalasan,Denpasar,4.4,957,Work from Cafe | Vibrant Nightlife,"['sambalnya', 'ayam kalasan', 'bumbu', 'gurih', 'nasi uduk', 'pedas']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Ayam+Goreng+Kalasan/data=!4m7!3m6!1s0x2dd241eee658791b:0x50430ea20e52e2ca!8m2!3d-8.6668539!4d115.2297098!16s%2Fg%2F11nfvz2629!19sChIJG3lY5u5B0i0RyuJSDqIOQ1A?authuser=0&hl=id&rclk=1,-8.6668539,115.2297098,https://www.tiktok.com/@kulinerbattle/video/7605502243626044690,https://www.tiktok.com/@chillingbali/video/7572462888300940552,https://www.tiktok.com/@paonkost1/video/7625921056607374613
1042,Seagrass by the beach,Denpasar,4.4,703,Work from Cafe | Vibrant Nightlife,"['croissant', 'happy hour', 'promo', 'cocktail', 'samudra', 'fruits de mer']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Seagrass+by+the+beach/data=!4m7!3m6!1s0x2dd241802a4ce8e1:0xbdc9b042e1291e8e!8m2!3d-8.7037263!4d115.2643899!16s%2Fg%2F11h0lq939w!19sChIJ4ehMKoBB0i0Rjh4p4UKwyb0?authuser=0&hl=id&rclk=1,-8.7037263,115.2643899,https://www.tiktok.com/@nieiies/video/7547941700669312262,https://www.tiktok.com/@mr.irfantastic/video/7503403187718688055,https://www.tiktok.com/@foodbeacon/video/7583675522161397000
1043,Sitara Indian Restaurant Denpasar,Denpasar,4.4,694,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'ayam mentega', 'keramahan', 'lidah', 'masala chai', 'chef']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Sitara+Indian+Restaurant+Denpasar/data=!4m7!3m6!1s0x2dd240c53429b3b1:0xba34947ca4600912!8m2!3d-8.6803854!4d115.2036273!16s%2Fg%2F11g_901fg!19sChIJsbMpNMVA0i0REglgpHyUNLo?authuser=0&hl=id&rclk=1,-8.6803854,115.2036273,https://www.tiktok.com/@mokulineran/video/7605773484148526343,https://www.tiktok.com/@dunianewsbali/video/7567986064087092488,https://www.tiktok.com/@balinusracom/video/7568545105364176144
1044,Double Bee Cafe and Resto,Denpasar,4.7,718,Family Friendly | Work from Cafe | Vibrant Nightlife,"['music', 'luas', 'all you can eat', 'pesan', 'steak', 'strategis']",Rp 80–200k,Malam jam 7pm+,https://www.google.com/maps/place/Double+Bee+Cafe+and+Resto/data=!4m7!3m6!1s0x2dd241fab12ed503:0x1323d835d6302830!8m2!3d-8.6643572!4d115.2155319!16s%2Fg%2F11h6v4pmkd!19sChIJA9UusfpB0i0RMCgw1jXYIxM?authuser=0&hl=id&rclk=1,-8.6643572,115.2155319,https://www.tiktok.com/@doublebee_bali/video/7532546411804495110,https://www.tiktok.com/@doublebee_bali/video/7567468487002557716,https://www.tiktok.com/@doublebee_bali/video/7531785564257897733
1045,Bowl Kitchen,Denpasar,4.6,1145,Family Friendly | Work from Cafe | Vibrant Nightlife,"['playground', 'kids friendly', 'santai', 'lantai', 'spaghetti carbonara', 'estetik']",Rp 80–200k,Malam jam 7pm+,https://www.google.com/maps/place/Bowl+Kitchen/data=!4m7!3m6!1s0x2dd23f6ec08190bb:0xa6dc5ddc276f0c2b!8m2!3d-8.6359471!4d115.2197501!16s%2Fg%2F11cl_4h6s1!19sChIJu5CBwG4_0i0RKwxvJ9xd3KY?authuser=0&hl=id&rclk=1,-8.6359471,115.2197501,https://www.tiktok.com/@novialnahabiba/video/7612983073935805716,https://www.tiktok.com/@jajanmuluu11/video/7612982510166756626,https://www.tiktok.com/@deliciousbalii/video/7477869759984372997
1046,Bhoomi Restaurant,Denpasar,4.2,195,Sunset & View | Family Friendly | Work from Cafe | Vibrant Nightlife | Budget Friendly,"['playground', 'sawah', 'harga', 'hujan', 'sore', 'panas']",Rp 15–50k,Sunset jam 5–7pm,https://www.google.com/maps/place/Bhoomi+Restaurant/data=!4m7!3m6!1s0x2dd23f36982f6ea9:0xfa5202e738c8df!8m2!3d-8.6115144!4d115.2187468!16s%2Fg%2F11m_rk0xt6!19sChIJqW4vmDY_0i0R38g45wJS-gA?authuser=0&hl=id&rclk=1,-8.6115144,115.2187468,https://www.tiktok.com/@vidastana.puribunda/video/7528721636003040530,https://www.tiktok.com/@azkiyaalmahyra18/video/7573326476846681364,
1047,Warung Mina Renon,Denpasar,4.3,2675,Work from Cafe | Vibrant Nightlife,"['gurame', 'gazebo', 'bali', 'ikan bakar', 'pepes', 'nyaman']",Rp 50–150k,Malam jam 7pm+,https://www.google.com/maps/place/Warung+Mina+Renon/data=!4m7!3m6!1s0x2dd240f3b8dea7c7:0x264de70a11fdaa7a!8m2!3d-8.6730618!4d115.2283646!16s%2Fg%2F11gzpcydn!19sChIJx6feuPNA0i0Reqr9EQrnTSY?authuser=0&hl=id&rclk=1,-8.6730618,115.2283646,https://www.tiktok.com/@arifwhynot/video/7511989678967393543,https://www.tiktok.com/@adisagustin/video/7591012551161433364,https://www.tiktok.com/@hanna.feb/video/7535654148763618567
1048,Cafe Gemitir Bali,Denpasar,4.9,3552,Work from Cafe | Vibrant Nightlife | Romantic & Cozy,"['dinner', 'romantis', 'anniversary', 'dewi', 'pacar', 'udang']",Rp 150–400k,Malam jam 7pm+,https://www.google.com/maps/place/Cafe+Gemitir+Bali/data=!4m7!3m6!1s0x2dd247ec7a854e39:0x31a923ccab801617!8m2!3d-8.6999079!4d115.1827991!16s%2Fg%2F11qh2q6gf0!19sChIJOU6FeuxH0i0RFxaAq8wjqTE?authuser=0&hl=id&rclk=1,-8.6999079,115.1827991,https://www.tiktok.com/@wiinterrbear/video/7577956354824883464,https://www.tiktok.com/@wiindadewi_/video/7566976693752057108,https://www.tiktok.com/@gemitirbali/video/7520476905540209926
1049,Rumah Makan Moro Seneng Masakan Padang,Denpasar,4.4,128,Work from Cafe | Vibrant Nightlife | Budget Friendly,"['harga', 'nasi padang', 'rendang', 'bumbunya', 'pelayanan', 'lidah']",Rp 15–50k,Malam jam 7pm+,https://www.google.com/maps/place/Rumah+Makan+Moro+Seneng+Masakan+Padang/data=!4m7!3m6!1s0x2dd23f558eb995d5:0x86d762f4aa6bbb87!8m2!3d-8.6512222!4d115.1929193!16s%2Fg%2F11gbltsrm3!19sChIJ1ZW5jlU_0i0Rh7trqvRi14Y?authuser=0&hl=id&rclk=1,-8.6512222,115.1929193,https://www.tiktok.com/@bclodyy/video/7303111235153693957,https://www.tiktok.com/@mr.irfantastic/video/7481999895885253894,https://www.tiktok.com/@rawing.ajj8/video/7578896997705452816
1050,The Old Champ,Denpasar,4.5,2564,Work from Cafe | Vibrant Nightlife,"['pizza', 'steak', 'chicken parmigiana', 'pork ribs', 'pork belly', 'standar']",Rp 80–200k,Malam jam 7pm+,https://www.google.com/maps/place/The+Old+Champ/data=!4m7!3m6!1s0x2dd2406174d67261:0xd8ef24110339d0ea!8m2!3d-8.6647596!4d115.2393265!16s%2Fg%2F11bvvy60l1!19sChIJYXLWdGFA0i0R6tA5AxEk79g?authuser=0&hl=id&rclk=1,-8.6647596,115.2393265,https://www.tiktok.com/@balihints/video/7586901870124223764,https://www.tiktok.com/@ayu.rayna/video/7610041439921147156,https://www.tiktok.com/@deliciousbalii/video/7634798013881388308
1051,Depot Cak Asmo,Denpasar,4.5,1892,Family Friendly | Work from Cafe | Vibrant Nightlife,"['nasi goreng', 'capcay', 'luas', 'halal', 'indonesian food', 'telur asin']",Rp 80–200k,Malam jam 7pm+,https://www.google.com/maps/place/Depot+Cak+Asmo/data=!4m7!3m6!1s0x2dd240f172681d3f:0xd11a4fe475f176b1!8m2!3d-8.6755018!4d115.2280634!16s%2Fg%2F1pzq59vpt!19sChIJPx1ocvFA0i0RsXbxdeRPGtE?authuser=0&hl=id&rclk=1,-8.6755018,115.2280634,https://www.tiktok.com/@annee.annee19/video/7597113769587641621,https://www.tiktok.com/@wisatajalanjalan42/video/7629030248121634064,https://www.tiktok.com/@mellymelahap/video/7563260250476825877
1052,Warung Happy Monkeys,Denpasar,4.8,530,Sunset & View | Work from Cafe | Vibrant Nightlife,"['pantai sanur', 'nasi goreng', 'cash', 'icon bali', 'pajak', 'rendang']",Rp 80–200k,Sunset jam 5–7pm,https://www.google.com/maps/place/Warung+Happy+Monkeys/data=!4m7!3m6!1s0x2dd24100ac50e751:0x9a4e94ecd9d29f29!8m2!3d-8.6871504!4d115.2627078!16s%2Fg%2F11s986s11b!19sChIJUedQrABB0i0RKZ_S2eyUTpo?authuser=0&hl=id&rclk=1,-8.6871504,115.2627078,https://www.tiktok.com/@bali_shaz/video/7623930230117305608,https://www.tiktok.com/@bali_shaz/video/7592453786937986322,https://www.tiktok.com/@jenglucky/video/7455516650373172488
